"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Crinoidea&show=loc,paleoloc"
"Access Time","Sun 2017-10-22 23:02:44 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Crinoidea"
"","timerule","major"
"","taxon_status","all"
"","show","loc,paleoloc"
"Elapsed Time","0.712"
"Records Found","11872"
"Records Returned","11872"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate"
"882","occ","","","150","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Iowa","Madison","based on nearby landmark","seconds","","N bank on unnamed stream ~1.6 km S of Early Chapel ne1/4 nw1/4 sec.11 t76n r29w 13 km W and 8 km N of Winterset","gp_mid","-25.17","-0.11","101"
"891","occ","","","151","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Kansas","Wyandotte","estimated from map","seconds","","N side of rt. k32 W of I635 overpass se1/4 sw1/4 sec.7 t11s r25e","gp_mid","-26.67","-1.90","101"
"897","occ","","","152","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Kansas","Neosho","estimated from map","seconds","","beneath and S of Rt. K39 overpass W of Chanute, N line ne1/4 nw1/4 ne1/4 sec.24 t27s r17e","gp_mid","-27.95","-2.80","101"
"905","occ","","","153","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Kansas","Wilson","estimated from map","seconds","","W bank of river, near site of first oil well drilled in KS, se1/4 se1/4 sec.20 t30s r16e","gp_mid","-28.21","-2.95","101"
"912","occ","","","154","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Kansas","Allen","estimated from map","seconds","","E side of US59 5 km N of Moran nw1/4 sw1/4 nw1/4 sec.13 t24s r20e","gp_mid","-27.58","-2.70","101"
"923","occ","","","155","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Oklahoma","Tulsa","estimated from map","seconds","","S side of RR tracks S of paved rd along river ~1.6 km E of dam, nr. ctr. sw1/4 sec.10 t19n r10e","gp_mid","-29.26","-3.81","101"
"952","occ","","","157","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Carboniferous","","358.9","298.9","12","US","Oklahoma","Washington","estimated from map","seconds","","roadcut along secondary rd. nw1/4 ne1/4 sec.12 t24n r12e","gp_mid","-46.69","-20.27","101"
"971","occ","","","158","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Carboniferous","","358.9","298.9","12","US","Oklahoma","Washington","estimated from map","seconds","","S-facing hillside N of US60 on W outskirts of Bartlesville se1/4 sec.3 t26n r12e","gp_mid","-46.55","-20.13","101"
"989","occ","","","159","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Carboniferous","","358.9","298.9","12","US","Oklahoma","Washington","estimated from map","seconds","","near road level of paved road 4.1 km W of Ramona ne1/4 se1/4 sec.25 t24n r12e","gp_mid","-46.73","-20.30","101"
"1007","occ","","","160","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Missouri","Clinton","based on nearby landmark","seconds","","W side of I35 6.4 km S of Lathrop exit and S of Co.Rd.V overpass sw1/4 nw1/4 sec.17 t54n r30w","gp_mid","-26.22","-1.66","101"
"1025","occ","","","162","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Kansas","Wilson","estimated from map","seconds","","N side of SH47 ~2.4 km W of Altoona nw1/4 nw1/4 sec.17 t29s r16e","gp_mid","-28.16","-2.86","101"
"1033","occ","","","163","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Carboniferous","","358.9","298.9","12","US","Oklahoma","Washington","estimated from map","seconds","","E-facing bluff 0.8 km NW of Wann, near ctr. se1/4 sec.9 t28n r14e","gp_mid","-46.31","-20.16","101"
"1061","occ","","","164","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Nebraska","Sarpy","estimated from map","seconds","","roadcut on N bank of river 8 km W of Louisville s1/2 nw1/4 sec.18 t12n r11e","gp_mid","-26.71","0.34","101"
"1088","occ","","","166","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Iowa","Madison","based on political unit","seconds","","E of the road that divides MAdison and Adair Co.s on E bank of unnamed stream sw1/4 sw1/4 nw1/4 sec.7 t75n r29w","gp_mid","-25.21","-0.13","101"
"1101","occ","","","167","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Kansas","Wilson","estimated from map","seconds","","E side of quarry ne1/4 ne1/4 sec.22 t27s r16e","gp_mid","-28.05","-2.74","101"
"1107","occ","","","168","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Kansas","Montgomery","estimated from map","seconds","","N side of rd connecting Tyro and Bolton 9.6 km N of Tyro sw1/4 sw1/4 sec.31 t33s r15e","gp_mid","-28.45","-3.14","101"
"1114","occ","","","169","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Kansas","Montgomery","estimated from map","seconds","","W side of road leading S from Tyro N of KS/OK border se1/4 nw1/4 sec.13 t35s r14e","gp_mid","-28.53","-3.24","101"
"1118","occ","","","170","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Kansas","Montgomery","estimated from map","seconds","","S of Elk City Dam Reservoir 10 km W of Independence nw1/4 nw1/4 sec.36 t32s r14e","gp_mid","-28.42","-3.06","101"
"1136","occ","","","171","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Kansas","Montgomery","estimated from map","seconds","","S end of quarry 2.7 km NE Tyro ne1/4 sw1/4 se1/4 sec.30 t34s r15e","gp_mid","-28.49","-3.20","101"
"1154","occ","","","172","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Carboniferous","","358.9","298.9","12","US","Oklahoma","Washington","estimated from map","seconds","","E side of US75 ~2.5 km N of Copan ctr. of W line sw1/4 nw1/4 sec.10 t28n r13e","gp_mid","-46.36","-20.10","101"
"1164","occ","","","173","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Missourian","","305.9","303.4","12","US","Oklahoma","Osage","estimated from map","seconds","","roadcut on S side of hwy ~8 km NW of Avant nw1/4 nw1/4 sec.24 t24n r11e","gp_mid","-28.95","-3.53","101"
"1173","occ","","","175","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Virgilian","","303.4","298.9","12","US","Nebraska","Cass","estimated from map","seconds","","E of Plattsmouth on W side gravel rd. W of Missouri River ne1/4 nw1/4 sec.20 t12n r14e","gp_mid","-25.20","2.39","101"
"1176","occ","","","176","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Virgilian","","303.4","298.9","12","US","Oklahoma","Osage","estimated from map","seconds","","S-facing hillside ~3.2 km SW of Wynona nw1/4 ne1/4 sec.32 t24n r9e","gp_mid","-27.84","-1.25","101"
"1192","occ","","","178","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Virgilian","","303.4","298.9","12","US","Oklahoma","Pawnee","estimated from map","seconds","","S end of quarry ~0.8 km SSW of Cleveland se1/4 sec.18 t21n r8e","gp_mid","-28.04","-1.39","101"
"1208","occ","","","179","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Virgilian","","303.4","298.9","12","US","Iowa","Montgomery","based on nearby landmark","seconds","","S part of quarry ~1.2 km NW of Stennett sw1/4 ne1/4 sec.27 t73n r38w","gp_mid","-24.72","2.21","101"
"1219","occ","","","180","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Virgilian","","303.4","298.9","12","US","Oklahoma","Osage","estimated from map","seconds","","N side of US60 5.6 km W of Pawhuska sw1/4 se1/4 sec.2 t25n r8e","gp_mid","-27.79","-1.09","101"
"2620","occ","","","289","Crinoidea ? indet.","class","31590","","Crinoidea","class","31590","Stairsian","","485.4","478.6","34760","US","New York","","based on nearby landmark","seconds","","","gp_mid","-94.45","5.65","101"
"2654","occ","","","292","Crinoidea ? indet.","class","31590","","Crinoidea","class","31590","Canadian","","485.4","468.1","15204","US","Maryland","","based on political unit","minutes","","","gp_mid","-100.60","1.64","101"
"2714","occ","","","296","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Darriwilian","","467.3","458.4","61151","US","Nevada","Nye","based on political unit","seconds","basin","scale = County","gp_mid","-125.25","12.13","101"
"2885","occ","","","306","Crinoidea ? indet.","class","31590","","Crinoidea","class","31590","Chazyan","","468.1","460.9","60917","US","Tennessee","","based on political unit","seconds","basin","eastern TN","gp_mid","-111.05","-8.06","101"
"2920","occ","","","308","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Chazyan","","468.1","460.9","44678","US","Tennessee","","based on political unit","seconds","basin","Eastern Tennessee","gp_mid","-111.05","-8.06","101"
"2978","occ","","","310","Crinoidea ? indet.","class","31590","","Crinoidea","class","31590","Chazyan","","468.1","460.9","60945","CA","Quebec","","based on political unit","minutes","","","gp_mid","-99.16","-4.57","101"
"3021","occ","","","311","Palaeocrinus sp.","genus","32291","","Palaeocrinus","genus","32291","Chazyan","","468.1","460.9","60944","CA","Quebec","","","degrees","basin","scale = W; based on political unit","gp_mid","-96.98","-5.68","101"
"3190","occ","","","319","Apodasmocrinus sp.","genus","31884","","Apodasmocrinus","genus","31884","Middle Ordovician","","470","458.4","42189","US","Tennessee","","based on political unit","seconds","","","gp_mid","-111.71","-9.10","101"
"3191","occ","","","319","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Middle Ordovician","","470","458.4","42189","US","Tennessee","","based on political unit","seconds","","","gp_mid","-111.71","-9.10","101"
"3236","occ","","","320","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Caradoc","","460.9","449.5","60936","US","Nevada","Eureka","based on political unit","seconds","local area","scale = County","gp_mid","-128.79","2.40","101"
"3275","occ","","","323","Crinoidea ? indet.","class","31590","","Crinoidea","class","31590","Blackriveran","","460.9","449.5","60987","US","New York","","based on political unit","seconds","","","gp_mid","-105.36","-17.34","101"
"3310","occ","","","325","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Blackriveran","","460.9","449.5","60987","US","New York","","based on political unit","seconds","","","gp_mid","-105.36","-17.34","101"
"3416","occ","","","329","Crinoidea ? indet.","class","31590","","Crinoidea","class","31590","Middle Ordovician","","470","458.4","61485","US","Tennessee","","based on nearby landmark","seconds","","Knoxville","gp_mid","-111.58","-9.16","101"
"3418","occ","","","330","Lichenocrinus sp.","genus","103248","","Lichenocrinus","genus","103248","Trentonian","","460.9","449.5","21939","US","Iowa","","based on political unit","seconds","","","gp_mid","-116.87","-10.17","101"
"3507","occ","","","332","Schizocrinus sp.","genus","31843","","Schizocrinus","genus","31843","Ordovician","","485.4","443.4","25788","US","New York","","based on political unit","seconds","basin","central and northwestern new york state","gp_mid","-102.06","-7.62","101"
"3555","occ","","","333","Glyptocrinus sp.","genus","31771","","Glyptocrinus","genus","31771","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3556","occ","","","333","Schizocrinus sp.","genus","31843","","Schizocrinus","genus","31843","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3576","occ","","","333","Cincinnaticrinus sp.","genus","31902","","Cincinnaticrinus","genus","31902","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3577","occ","","","333","Dendrocrinus sp.","genus","32134","","Dendrocrinus","genus","32134","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3578","occ","","","333","Iocrinus sp.","genus","31940","","Iocrinus","genus","31940","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3579","occ","","","333","Reteocrinus sp.","genus","31657","","Reteocrinus","genus","31657","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3612","occ","","","334","Cupulocrinus sp.","genus","32124","","Cupulocrinus","genus","32124","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3613","occ","","","334","Dendrocrinus sp.","genus","32134","","Dendrocrinus","genus","32134","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3614","occ","","","334","Ectenocrinus sp.","genus","31918","","Ectenocrinus","genus","31918","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3615","occ","","","334","Glyptocrinus sp.","genus","31771","","Glyptocrinus","genus","31771","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3616","occ","","","334","Heterocrinus sp.","genus","31934","","Heterocrinus","genus","31934","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3635","occ","","","334","Cincinnaticrinus sp.","genus","31902","","Cincinnaticrinus","genus","31902","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3636","occ","","","334","Iocrinus sp.","genus","31940","","Iocrinus","genus","31940","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3637","occ","","","334","Merocrinus sp.","genus","32248","","Merocrinus","genus","32248","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3638","occ","","","334","Reteocrinus sp.","genus","31657","","Reteocrinus","genus","31657","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3639","occ","","","334","Schizocrinus sp.","genus","31843","","Schizocrinus","genus","31843","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3668","occ","","","335","Iocrinus sp.","genus","31940","","Iocrinus","genus","31940","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3669","occ","","","335","Heterocrinus sp.","genus","31934","","Heterocrinus","genus","31934","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3670","occ","","","335","Lichenocrinus sp.","genus","103248","","Lichenocrinus","genus","103248","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3684","occ","","","335","Cincinnaticrinus sp.","genus","31902","","Cincinnaticrinus","genus","31902","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3685","occ","","","335","Ectenocrinus sp.","genus","31918","","Ectenocrinus","genus","31918","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3686","occ","","","335","Merocrinus sp.","genus","32248","","Merocrinus","genus","32248","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3710","occ","","","336","Ottawacrinus sp.","genus","32286","","Ottawacrinus","genus","32286","Caradoc","","460.9","449.5","60947","CA","Ontario","","based on political unit","minutes","","""Gamebridge, Ontario""","gp_mid","-106.99","-14.57","101"
"3712","occ","","","336","Cupulocrinus sp.","genus","32124","","Cupulocrinus","genus","32124","Caradoc","","460.9","449.5","60947","CA","Ontario","","based on political unit","minutes","","""Gamebridge, Ontario""","gp_mid","-106.99","-14.57","101"
"3759","occ","","","337","Heterocrinus sp.","genus","31934","","Heterocrinus","genus","31934","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
"3760","occ","","","337","Merocrinus sp.","genus","32248","","Merocrinus","genus","32248","Middle Ordovician","","470","458.4","61112","US","New York","","based on political unit","seconds","","","gp_mid","-101.77","-8.16","101"
